name;url;price;currency;description;brand;avg_rating;reviews_count;pack_size;ingredients;percentage_alcohol;serving_size
Sistema Bento Cube;https://www.tesco.com/groceries/en-GB/products/303993691;7;GBP;Sistema Bento Cube. Featuring an easy locking clip, multiple removable compartments and a 150ml Yogurt Pot,Keep your food fresh and separate until ready to eat,Phthalate free and BPA free;SIS;5;20;;;;
Seven Seas Omega 3 Extra Strength With Vitamin D 30 Capsules;https://www.tesco.com/groceries/en-GB/products/309474582;12;GBP;Food supplement - 30 Capsules containing Fish Oil and Vitamin D. 30 Day Pack,1250 mg Fish Oil,750 mg Omega-3,With Vitamin D,With 250 mg DHA to support normal brain function;SEVEN SEAS;4.6;309;;Fish Oil (Antioxidant: Tocopherol-Rich Extract), Capsule Shell (Beef Gelatin, Humectant: Glycerol), Medium Chain Triglycerides, Cholecalciferol (Vitamin D);;
Red Bull Energy Drink 473Ml;https://www.tesco.com/groceries/en-GB/products/264556446;2.4;GBP;Energy drink. Carbonated,With taurine,Vitalizes body and mind,Pasteurised;RED BULL;;;Pack size: 473ML;Water, Sucrose, Glucose, Acidifier Citric Acid, Carbon Dioxide, Taurine (0.4%), Acidity Regulator (Sodium Carbonates, Magnesium Carbonate), Caffeine (0.3%), Vitamins (Niacin, Pantothenic Acid, B6, B12), Flavourings, Colours (Caramel, Riboflavin);;
Cadbury Festive Friends Chocolate Biscuits 150G;https://www.tesco.com/groceries/en-GB/products/302219390;1;GBP;Biscuits half coated with milk chocolate (25 %). BeTreatwise.net. Biscuits half covered with milk chocolate,Suitable for vegetarians;CADBURY;4.8;4;Pack size: 150G;Wheat Flour (with Calcium, Iron, Niacin, Thiamin), Sugar, Palm Oil, Whey Permeate (from Milk), Glucose Syrup, Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Milk Fat, Salt, Flavourings (contains Milk), Emulsifiers (E476, E442, E412), Raising Agents (Sodium Carbonates);;4x biscuits = 1 Portion. 9 portions per pack
Belazu Apricot Harissa 130G;https://www.tesco.com/groceries/en-GB/products/309786368;3.85;GBP;Red Paste with Apricot and Ras El Hanout. Chilli rating - 1,Rich, sweet and spiced paste with apricot and ras el hanout,Add drama to every bite;BELAZU;5;1;Pack size: 130G;Sunflower Oil, Rehydrated Paprika and Cayenne Peppers (23%), Raisins, Dried Middle Eastern Apricots (13%), Capers, Garlic, Balsamic Vinegar of Modena (Cooked Grape Must, Wine Vinegar), Salt, Mixed Spices, Rice Flour, Rose Petals, Ras El Hanout (Ginger, Turmeric, Cumin, Cardamom, Clove, Cinnamon, Nutmeg), Acidity Regulator: Citric Acid;;
Tesco Southern Fried Breaded Chicken Mini Fillets 305G;https://www.tesco.com/groceries/en-GB/products/264566997;3.35;GBP;Chicken breast fillet pieces in a crispy southern fried coating.;TESCO;3.7;19;Pack size: 305G;;;2 Servings
Tesco Egg Mayonaise 250G;https://www.tesco.com/groceries/en-GB/products/307154117;1.85;GBP;Chopped hard-boiled egg in a seasoned mayonnaise with salt and pepper.;TESCO;2.9;16;Pack size: 250G;;;5 Servings
Tesco A4 Document Box;https://www.tesco.com/groceries/en-GB/products/274658654;3;GBP;Tesco A4 Document Box. A4 document box. Made from durable, sturdy plastic \n . Stops important documents from bending;TESCO HOMEOFFICE;5;2;;;;
Ashfield British Lager 4 X 440Ml;https://www.tesco.com/groceries/en-GB/products/300554916;2.5;GBP;Ashfield British Lager 4 X 440Ml. Brewed with Finest British Malted Barley for a Crisp Flavour;MAGNERS;3.8;19;Pack size: 1760ML;;3.8% vol;
Tesco Salt & Vinegar Sticks 150G;https://www.tesco.com/groceries/en-GB/products/260085646;1;GBP;Salt and vinegar flavour baked maize and potato snacks.;TESCO;1.8;32;Pack size: 150G;;;6 Servings
Oral-B Pro 1 3D White Pink Electric Toothbrush & Case;https://www.tesco.com/groceries/en-GB/products/298512376;60;GBP;Oral-B Pro 1 3D White Pink Electric Toothbrush & Case. Head is designed to removes surface stains and plaque  \n . A daily clean cleaning mode and an in-handle timer. Comes with a travel case, Uk 2-pin plug and 1x Cross Action brush head. Professional clean feeling every day and gentle brushing with the gum pressure control,Unique Oral-B's 3D cleaning technology: oscillates, rotates and pulsates for up to 100% more plaque removal even in hard to reach areas vs. a manual brush,Gum pressure control: if you brush too hard, the toothbrush stops pulsations to protect gums,Dentist-inspired round brush head cups each tooth for a deep clean while being gentle for gums,Rechargeable toothbrush with convenient long-lasting battery and battery level indicator,To keep an optimal cleaning efficacy, dentists recommend changing brush head every 3 months,Content:1 handle with 2 minutes timer, 1 charger, 1 brush head, 1 travel case,Oral-B is #1 brand most used by dentists worldwide with clinically proven results;ORAL-B;4.7;5931;;;;
Head & Shoulders Anti-Dandruff Classic Clean Shampoo 90Ml;https://www.tesco.com/groceries/en-GB/products/296920800;1.75;GBP;Head & Shoulders Anti-Dandruff Classic Clean Shampoo 90Ml. Classic Clean Anti Dandruff Shampoo cleans your hair while keeping it fresh and beautifully moisturised,Derma&Pure formula effectively fights Itchy Oily and Dry scalp to Stop dandruff before it even shows,Dermatologically tested, ph balanced and boosted with antioxidants for gentle care of hair and scalp,Keeps hair beautiful and up to 100% flake-free (with regular use),Formulated with no unwanted ingredients: 0% Parabens, 0% Phosphates, 0% Paraffins, 0% Colourants;HEAD & SHOULDERS;4.4;3013;Pack size: 90ML;Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Sodium Chloride, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Glycol Distearate, Sodium Citrate, Parfum, Dimethiconol, Piroctone Olamine, Sodium Benzoate, Dimethicone, Citric Acid, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Hexyl Cinnamal, Linalool, Tetrasodium EDTA, Sodium Hydroxide, Trideceth-10, Sodium Salicylate, Triethylene Glycol, Propylene Glycol, CI 42090, CI 17200;;
Tesco Cinnamon Dusting 80G;https://www.tesco.com/groceries/en-GB/products/309476136;1;GBP;Cinnamon flavoured sugar for topping hot drinks.;TESCO;5;3;Pack size: 80G;;;16 Servings
Trust Mydo Silent Click Black;https://www.tesco.com/groceries/en-GB/products/306829076;15;GBP;Trust Mydo Silent Click Black. Reduces key-click sound by 90%. 10m wireless range. Variable DPI. Reduces key-click sounds up to 90%,10m wireless range (2.4 GHz),Speed select button (1000/1400/1800 DPI);TRUST;2.2;4;;;;
Signature Blue Cigars 10 Pack;https://www.tesco.com/groceries/en-GB/products/294350204;6.38;GBP;Signature Blue Cigars 10 Pack;CAFE CREME;5;1;;;;
Sipsmith Gin And Tonic 250Ml;https://www.tesco.com/groceries/en-GB/products/303390298;2.6;GBP;Gin & Tonic. For inspiration on all things sippable join us @sipsmith Twitter, Facebook and Instagram. 7.3% ABV,Served in our beautiful, signature copper and green cans,Suitable for vegetarians;SIPSMITH;4.6;41;Pack size: 250ML;;7.3% vol;
Batiste Dry Shampoo Original 200Ml;https://www.tesco.com/groceries/en-GB/products/271158784;3;GBP;Batiste Dry Shampoo Original 200Ml. Perfect for use between washes. Removes excess oil, leaving your hair feeling clean & refreshed . 200ml capacity . Share Your Swish. Boardroom? Dancefloor? Don't Be Shy Now!. Instant Hair Refresh,Refreshes Hair without Drying Out,Won't dry hair out,Gently removes oil,Long lasting freshness;BATISTE;4.4;10011;Pack size: 200ML;Butane, Isobutane, Propane, Oryza Sativa (Rice) Starch, Alcohol Denat., Parfum (Fragrance), Cetrimonium Chloride, Distearyldimonium Chloride, Alpha-Isomethyl Ionone, Benzyl Benzoate, Benzyl Salicylate, Citral, Geraniol, Limonene, Linalool;;
Clarence Court Brown Medium Free Range Eggs 6 Pack;https://www.tesco.com/groceries/en-GB/products/309494477;2.95;GBP;6 Medium Free Range Eggs. For guidance on achieving perfectly poached eggs or recipe inspiration from dinner party canapés, to classic egg dishes please visit: clarencecourt.co.uk or @clarencecourt. With deep brown coloured shells;CLARENCE COURT;4.9;77;;;;
Tesco H7 477 Bulb Twin Pack;https://www.tesco.com/groceries/en-GB/products/293097465;3;GBP;Tesco H7 477 Bulb Twin Pack;TESCO AUTO;;;;;;
Tesco Pink & White Marshmallows 100G;https://www.tesco.com/groceries/en-GB/products/278838015;1;GBP;Pink & white mini marshmallows.;TESCO;3.5;11;Pack size: 100G;;;4 Servings
Nuby Super Slurp Pop Up Beaker;https://www.tesco.com/groceries/en-GB/products/299388906;7.15;GBP;Active Cup Super Slurp. For competitions & offers join us on Facebook, Twitter and Instagram @nubyuk. No spill when spout is closed,BPA free,Bite resistant spout,Made from super strong and crystal clear tritan;NUBY UK LLP;;;;;;
Woodside Farms Pork Loin Steaks 720G;https://www.tesco.com/groceries/en-GB/products/292285031;3.99;GBP;Boneless pork loin steaks;WOODSIDE FARMS;3.5;25;Pack size: 720G;;;Approx 5 Servings
Pukka Organic 3 Ginger 20 Tea Bags 36G;https://www.tesco.com/groceries/en-GB/products/264766979;3.5;GBP;Organic Three Ginger 20 Herbal Tea Sachet. Made with purpose. Beauty comes from within as much as outside. It's why our boxes use vegetable-based inks on sustainably sourced, recyclable card. Every box blended and packed using renewable energy and every manila hemp bag stitched with organic string. Every single tag and envelope is recyclable. Everything crafted with care that in turn cares for your world. www.pukkaherbs.com. 1% for the Planet. Organic,A warming swirl of ginger, galangal & golden turmeric,Kosher;Pukka;4.1;39;Pack size: 36G;Naturally caffeine-free and ethically sourced, 100% organically grown ingredients: Ginger Root (52%), Galangal Root (28%), Licorice Root, Turmeric Root (4%), 20% fair trade ingredients certified according to the Fair For Life Standards - Licorice, Turmeric;;20 Count
Tesco 1m Micro USB Cable Black;https://www.tesco.com/groceries/en-GB/products/282227018;6;GBP;Tesco 1m Micro USB Cable Black. Charge & sync your device . Micro USB to USB connectivity . 1m cable. Compatible with android devices,USB 2.0 charge and sync,High speed charging cable;TESCO HOME;4.7;12;;;;
Cathedral City Mature Cheddar 550G;https://www.tesco.com/groceries/en-GB/products/277925449;5.25;GBP;Cheddar cheese. For more details, please visit cathedralcity.co.uk. Approved by Our Master Grader,Creamy, Smooth & Full of Flavour,Made with 100% British Milk,Suitable for Vegetarians;CATHEDRAL CITY;3.9;30;Pack size: 550G;;;Approx. 18 servings per pack
Gillette Labs Razor Stand Travel Case 4 Blades Pack;https://www.tesco.com/groceries/en-GB/products/310671629;45;GBP;Gillette Labs Razor Stand Travel Case 4 Blades Pack. GilletteLabs men's razor: for a shave as quick and easy as washing your face,With exfoliating bar: built-in exfoliating bar removes dirt and debris before the blades pass,Incredible comfort and closeness: this razor for men features 5 sharp blades for a close shave over contours,Adaptive design: 2D FlexDisc contours to your face to ensure comfort and contact with every stroke,The razor handle is backed by a Lifetime Warranty (visit gillette.co.uk/labs/warranty for more info.);GILLETTE;4.7;441;;PEG-115M, PEG-7M, PEG-100, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tris(Di-T-Butyl)Phosphite, Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, BHT;;
Counter Smoked Processed Cheese 200G;https://www.tesco.com/groceries/en-GB/products/302312215;2.3;GBP;Smoked Processed Cheese. A processed smoked cheese with a mellow and smokey flavour;Unbranded;2.9;7;Pack size: 200G;Cheese (Cow Milk, Contains Colour (Annatto, Beta Carotene) and Preservative (Sodium Nitrate)), Water, Butter, Emulsifying Salts (Sodium Polyphosphate, Mono Sodium Phosphate), Corn Starch, Salt, Natural Smoke;;
Tesco Herbs Great For Roasting 30G;https://www.tesco.com/groceries/en-GB/products/289765781;0.6;GBP;Rosemary, sage, thyme.;TESCO;;;Pack size: 30G;Rosemary, Sage, Thyme;;3 Servings
Status Solar Floodlight;https://www.tesco.com/groceries/en-GB/products/310040651;12;GBP;Status Solar Floodlight. Multi Function Solar Flood Light,12 x Front Facing LED's + 2 x Back Light LED's,PIR Sensor For Movement Activation and Dusk Till Dawn Mode;STATUS;;;;;;
Tesco Plant Chef Breaded Meat Free Goujons 190G;https://www.tesco.com/groceries/en-GB/products/304784469;1.75;GBP;Soya and wheat protein coated in breadcrumbs.;TESCO PLANT CHEF;2.8;32;Pack size: 190G;;;2 Servings
Lily's Kitchen Grain Free Variety 6X400g;https://www.tesco.com/groceries/en-GB/products/298870567;14;GBP;Lily's Kitchen Grain Free Variety 6X400g. Come and be social with us... Find us on Twitter, Facebook and Instagram. #LilysKitchen. @lilyskitchen. Proper food for dogs,With freshly prepared proper meat,No meat meal or fillers,Complete nutrition,Botanical herbs,Natural & holistic,No fillers or artificial jellies,No rendered meats or derivatives,No soya or wheat,No GMOs,No artificial colours or additives;LILY'S KITCHEN;5;3;Pack size: 2400G;;;
Walkers Max Strong Hot Sauce Blaze Crisps 6X27g;https://www.tesco.com/groceries/en-GB/products/312083723;1.75;GBP;Hot Sauce Flavour Ridged Potato Crisps. No Added MSG,No Artificial Preservatives or Colours,Suitable for Vegetarians;WALKERS MAX;4.3;3;Pack size: 162G;Potatoes, Vegetable Oils (Sunflower, Rapeseed in varying proportions), Hot Sauce Seasoning [Sugar, Flavourings (contain Chilli Powder, Paprika Powder, Onion Powder), Acidity Regulators (Sodium Acetates, Citric Acid), Potassium Chloride, Salt, Colour (Paprika Extract)];;Each inner pack contains 1 serving
Kiddylicious Smoothie Melts Mango 6G;https://www.tesco.com/groceries/en-GB/products/286671732;0.7;GBP;Banana, mango and passion fruit whizzed and freeze dried into melt-in-your-mouth snacks. Visit kiddylicious.com for more information and to view our full snacks/meals range. Made of 100% pure fruit, whizzed up, and set into tasty bubbly bites,1 of 5 a day, packed with real fruit,Perfect finger food for toddlers,Portion sized packs to enjoy in between meals, at home or on the go,Suitable for 12months+,No lactose, no nuts, no egg and no added salt,No artificial flavours, colours or added preservatives,Suitable for lactose intolerant and vegetarians;KIDDYLICIOUS;5;1;Pack size: 6G;Banana Purée, Mango Purée, Passion Fruit Purée, An average of 305g of Bananas, 180g of Mango and 15g of Passion Fruit have been used to prepare 100g of Banana, Mango & Passion Fruit Smoothie Melts;;
Loyd Grossman No Added Sugar Bolognese 350G;https://www.tesco.com/groceries/en-GB/products/302278543;1.9;GBP;A Classic Blend of Sun Ripened Tomatoes and Fragrant Basil. For recipe ideas and inspiration visit www.loydgrossmansauces.co.uk. Suitable for vegetarians;LOYD GROSSMAN;2;1;Pack size: 350G;Tomatoes (43%), Water, Tomato Paste, Red Wine (6%), Garlic Purée, Carrot Purée, Celery Purée, Celery, Onion Purée, Carrot, Onion, White Balsamic Vinegar (White Wine Vinegar, Concentrated Grape Must), Sea Salt, Oregano, Basil, Concentrated Lemon Juice, Extra Virgin Olive Oil, Ground Black Pepper, Thyme, Ground Nutmeg, Ground Bay Leaf;;2-3 Servings
Tesco Fire Pit 2 Quarter Pounder Halloumi Burgers 228G;https://www.tesco.com/groceries/en-GB/products/311272490;3;GBP;Sliced halloumi medium fat hard cheese made with pasteurised cow, goat and sheeps' milk.;FIRE PIT;4;2;Pack size: 228G;;;2 Servings
Milkybar White Chocolate Pouch 94G;https://www.tesco.com/groceries/en-GB/products/308468129;1.25;GBP;Giant white chocolate pieces. Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle is one of life's little pleasures.. Milkybar® is part of the Nestlé Cocoa Plan, which works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.com.. Visit us at www.milkybar.co.uk for lots of fun things to do.. Giant white chocolate buttons made from Milkybar® chocolate,Perfect for sharing,No artificial colours, flavours of preservatives,Milk is the number one ingredient,Deliciously creamy-tasting white chocolate;MILKYBAR;5;1;Pack size: 94G;Milk Powders (Whole and Skimmed) (37.5%), Sugar, Cocoa Butter, Vegetable Fats (Mango Kernel, Palm, Sal, Shea), Emulsifier (Sunflower Lecithin), Natural Flavouring, White Chocolate contains Vegetable Fat in addition to Cocoa Butter;;Contains approximately 4 servings
Tesco 2 Pack Bath Sheet White;https://www.tesco.com/groceries/en-GB/products/294063538;10;GBP;Tesco 2 Pack Bath Sheet White. 2 Pack Bath Sheet White,100cm x 140cm (approx.),100% cotton;TESCO HOME;5;1;;;;
Polylina Large Plastic Container With Lids 5 Pack;https://www.tesco.com/groceries/en-GB/products/305990414;4.15;GBP;POLYLINA LARGE P/TIC CONTAINER WITH LIDS 5 PACK . Ideal for storing batch cooking, reheating leftovers and defrosting food;POLYLINA;4;2;;;;
Billingtons Light Brown Sugar 500G;https://www.tesco.com/groceries/en-GB/products/303667939;1.6;GBP;Light brown soft natural unrefined cane sugar. BakingMad.com. Our Baking Mad experts are here to help you make the most of your home baking. For inspiration and top tips log on to www.bakingmad.com. For baking advice drop us an email at info@bakingmad.com. Got a baking question? Contact us between 10am and 4pm on 0844 880 5944 or leave us a message and we will call you back.. Ideal for sponges, biscuits, butterscotch,Suitable for vegetarians and vegans;BILLINGTONS;3;2;Pack size: 500G;;;
Walkers Wotsits Giants Prawn Cocktail Snacks 105G;https://www.tesco.com/groceries/en-GB/products/311430793;2.25;GBP;Prawn Cocktail Flavour Baked Corn Puffs with Sugar and Sweetener. Baked Not Fried,No Artificial Colours or Preservatives,Suitable for Vegetarians;WALKERS;4.3;13;Pack size: 105G;Maize, Rapeseed Oil, Prawn Cocktail Seasoning [Flavourings, Sugar, Dextrose, Salt, Acidity Regulator (Potassium Acetate), Potassium Chloride, Yeast Powder, Acid (Citric Acid), Onion Powder, Tomato Powder, Yeast Extract, Colour (Paprika Extract), Sweetener (Sucralose), Antioxidant (Rosemary Extract)];;This pack contains 3-4 servings
Penfolds Koonunga Hill Chardonnay 75Cl;https://www.tesco.com/groceries/en-GB/products/258014871;10;GBP;Koonunga Hill Chardonnay 2019. For calorie information see - www.penfolds.com/calories. Wine of South Australia;PENFOLDS;4;1;Pack size: 75CL;;13.5% vol;
Organix Melty Carrot Puffs 20G;https://www.tesco.com/groceries/en-GB/products/258904138;0.65;GBP;Baked corn snack coated with carrot. Find out more at www.Organix.com. Suitable for 7+ months,I'm organic,Gluten free,Baked not fried,No added salt or sugar,No artificial colours or flavours,Suitable for vegetarians and vegans;ORGANIX;4.6;47;Pack size: 20G;Corn 77.0%, Carrot Powder 12.0%, Sunflower Oil 10.9%, Thiamin (Vitamin B1)* <0.1%, Total 100%, *Thiamin (Vitamin B1) has no Organic certification;;Approx. 6 portions
